"Year","Month","Temp Std","Dew Point Std","Humidity Std","Sea Level Press Std","Visibility Std","Wind Std","Precip sum","event"
"2009",10,12.870967741935484,7.032258064516129,69.35483870967742,1016.7741935483871,14.064516129032258,9.67741935483871,141.74,14
"2011",6,22.466666666666665,15.4,68.66666666666667,1012.7,12.4,7.433333333333334,82.55,9
"2010",7,27.548387096774192,17.387096774193548,58.03225806451613,1013.9677419354839,15.0,7.516129032258065,66.05000000000001,10
"2011",4,12.5,4.966666666666667,64.46666666666667,1013.5666666666667,13.066666666666666,11.766666666666667,135.88,14
"2013",7,26.580645161290324,19.419354838709676,67.6774193548387,1016.7741935483871,13.129032258064516,7.0,72.12,14
"2012",4,12.733333333333333,0.8,51.06666666666667,1011.9333333333333,14.766666666666667,8.966666666666667,90.43,11
"2012",6,21.866666666666667,14.2,65.7,1013.5666666666667,14.266666666666667,7.166666666666667,75.92999999999999,11
"2011",10,14.096774193548388,7.645161290322581,67.90322580645162,1015.2903225806451,14.03225806451613,8.612903225806452,154.68,11
"2015",7,26.129032258064516,16.548387096774192,59.096774193548384,1012.741935483871,14.161290322580646,5.483870967741935,101.1,9
"2010",1,0.45161290322580644,-7.258064516129032,58.12903225806452,1014.2258064516129,14.741935483870968,11.903225806451612,52.839999999999996,11
"2016",8,26.35483870967742,18.35483870967742,64.70967741935483,951.7741935483871,13.193548387096774,5.548387096774194,49.769999999999996,10
"2013",8,23.838709677419356,15.548387096774194,64.51612903225806,1016.483870967742,13.935483870967742,6.096774193548387,72.38000000000001,11
"2015",1,-1.032258064516129,-9.612903225806452,53.645161290322584,1019.3870967741935,13.03225806451613,11.67741935483871,132.83,11
"2009",7,22.741935483870968,16.451612903225808,70.80645161290323,1013.5806451612904,12.935483870967742,7.903225806451613,180.6,13
"2009",11,10.8,4.166666666666667,66.6,1019.0333333333333,14.666666666666666,11.133333333333333,40.9,10
"2014",6,22.4,13.866666666666667,62.6,1015.8666666666667,13.633333333333333,6.633333333333334,109.48000000000002,10
"2010",12,0.6129032258064516,-6.935483870967742,58.32258064516129,1010.9032258064516,14.193548387096774,13.290322580645162,107.69999999999999,6
"2014",5,17.612903225806452,8.096774193548388,59.96774193548387,1016.2903225806451,12.709677419354838,7.290322580645161,235.97,12
"2013",12,3.7096774193548385,-3.0,61.903225806451616,1019.2258064516129,12.935483870967742,9.419354838709678,123.18,11
"2011",7,26.870967741935484,18.322580645161292,63.83870967741935,1012.8064516129032,13.03225806451613,6.870967741935484,76.96000000000001,9
"2016",11,9.866666666666667,1.6,57.733333333333334,1017.0,14.366666666666667,8.4,137.4,8
"2015",10,14.483870967741936,5.516129032258065,57.03225806451613,1018.9354838709677,15.161290322580646,8.451612903225806,99.32000000000001,7
"2016",10,14.96774193548387,8.516129032258064,67.25806451612904,1019.483870967742,13.838709677419354,7.419354838709677,105.4,6
"2013",11,7.5,-1.9666666666666666,53.06666666666667,1021.4,14.766666666666667,10.033333333333333,80.0,10
"2011",8,24.129032258064516,17.903225806451612,71.83870967741936,1011.3548387096774,12.774193548387096,7.354838709677419,481.34000000000003,13
"2011",12,6.483870967741935,-0.5161290322580645,62.483870967741936,1020.9032258064516,14.64516129032258,9.387096774193548,101.58,10
"2009",12,2.3548387096774195,-4.67741935483871,61.74193548387097,1017.2258064516129,13.774193548387096,13.451612903225806,184.65,11
"2010",2,0.8214285714285714,-6.071428571428571,63.535714285714285,1007.9642857142857,13.0,12.928571428571429,169.91,13
"2015",11,11.633333333333333,3.566666666666667,60.3,953.9,13.333333333333334,7.3,51.03999999999999,6
"2010",5,18.612903225806452,10.096774193548388,62.74193548387097,1015.7741935483871,14.935483870967742,8.96774193548387,76.46000000000001,9
"2011",5,18.161290322580644,11.64516129032258,71.87096774193549,1014.7096774193549,12.03225806451613,8.838709677419354,129.81,11
"2011",3,5.838709677419355,-3.3870967741935485,56.096774193548384,1019.6129032258065,14.0,12.290322580645162,157.22,11
"2015",2,-4.25,-12.428571428571429,53.892857142857146,1017.6071428571429,13.428571428571429,11.75,51.82000000000001,11
"2015",5,20.483870967741936,9.870967741935484,56.70967741935484,1020.2903225806451,14.03225806451613,6.806451612903226,47.239999999999995,6
"2010",8,25.29032258064516,16.548387096774192,62.935483870967744,1015.0967741935484,15.0,8.096774193548388,105.16,8
"2009",8,24.387096774193548,18.483870967741936,72.48387096774194,1015.9677419354839,14.483870967741936,6.806451612903226,107.44000000000001,13
"2016",7,26.06451612903226,18.161290322580644,64.6774193548387,1014.258064516129,12.516129032258064,6.258064516129032,178.31,13
"2011",11,11.166666666666666,4.366666666666666,64.16666666666667,1019.1333333333333,14.566666666666666,9.1,77.47,9
"2013",10,15.774193548387096,7.741935483870968,60.774193548387096,1018.1935483870968,14.774193548387096,8.096774193548388,9.139999999999999,6
"2010",4,14.466666666666667,3.1333333333333333,52.8,1013.1666666666666,14.466666666666667,10.2,75.94,7
"2015",8,26.322580645161292,15.290322580645162,54.87096774193548,1015.2258064516129,15.35483870967742,5.903225806451613,59.69,5
"2013",1,1.935483870967742,-5.419354838709677,61.03225806451613,1019.8064516129032,13.258064516129032,10.32258064516129,70.12,11
"2009",5,17.0,10.096774193548388,68.51612903225806,1017.1612903225806,12.451612903225806,7.483870967741935,131.29999999999998,14
"2016",12,3.6451612903225805,-3.967741935483871,57.483870967741936,1019.2258064516129,14.096774193548388,9.870967741935484,73.42,12
"2012",11,6.733333333333333,-1.0666666666666667,60.7,1021.0333333333333,14.7,9.3,45.97,6
"2014",3,2.806451612903226,-8.258064516129032,47.32258064516129,1016.4516129032259,14.774193548387096,11.419354838709678,89.16000000000001,8
"2009",3,5.967741935483871,-2.903225806451613,57.064516129032256,1021.0645161290323,14.258064516129032,11.387096774193548,44.45,10
"2010",11,9.0,0.7666666666666667,59.53333333333333,1018.7,14.833333333333334,10.1,54.61,8
"2009",1,-2.096774193548387,-9.903225806451612,57.354838709677416,1015.9677419354839,14.0,12.0,75.7,10
"2016",5,17.193548387096776,8.064516129032258,61.03225806451613,917.258064516129,12.129032258064516,6.258064516129032,95.25,11
"2016",3,9.483870967741936,-1.1935483870967742,51.83870967741935,1016.7741935483871,14.129032258064516,10.612903225806452,29.72,10
"2015",4,12.533333333333333,0.8,50.86666666666667,1015.1333333333333,14.7,10.433333333333334,52.83,8
